,label,target
256,한 젊은이가 오랫동안 열심히 일한 뒤 품삯으로 금덩이를 받았어요. 고향으로 가던 길에 주막에서 하룻밤 묵게 되었지요," 그리고 당여신도 정직한 마음씨에 대한 보답을 받은 셈이니, 좋지 않습니까?”."
257,옛날에 한 젊은이가 고을 <인물111>으로 가게 되었지요. *그녀는 그동안 보살펴 주신 재상을 찾아가 인사를 하였지요,"” “십 년 전에 심으신 그 작은 나무에서 딴 배라고요?” “일 년을 보고 농사를 짓고, 십 년을 보고 나무를 심고, 백 년을 보고 인재를 기른다고 하지 않던가?” 신임 감사는 재상의 말을 듣고 크게 깨달았답니다."
258,옛날 두 아들을 둔 어머니가 살았어요. 그런데 어머니는 늘 두 아들 때문에 마음이 편할 날이 없었지요,” 그 뒤 어머니는 아들 걱정에서 벗어나 행복하게 살았답니다.
259,옛날 어느 마을에 부지런한 농부가 살았어요. 어느 해 농부가 밭에 무를 심었는데 아주 잘 자랐어요, 망했어!” 욕심쟁이 농부는 끙끙거리며 무를 가지고 집으로 돌아왔답니다.
260,당나귀 한 마리가 도토리를 바구니에 가득 담아 집으로 돌아가고 있었어요. 얼마쯤 가다 보니 의자가 하나 놓여 있었지요, 정말 도토리가 자라서 밤이 된 것일까요?.
261,"옛날 옛적에, 한 할아버지가 개와 돼지를 기르셨습니다. 할아버지는 개와 돼지를 무척 귀여워하셨습니다", 돼지는 할아버지의 사랑을 더 받으려다 그만 팔려 가고 말았습니다.
262,따뜻한 봄이었어요. 땅 위에 조그만 씨앗 하나가 놓여 있었지요,” 밭에서는 예쁜 꽃이 환하게 웃고 있었습니다.
263,옛날 옛적 깊은 산골에 한 나무꾼이 살고 있었어요. 어느 날 연못가에서 나무를 자르다가 그만 도끼를 연못에‘풍덩’ 빠뜨리고 말았어요, 하나뿐인 쇠도끼인데 괜히 욕심을 부리다가 그만…” 욕심 많은 나무꾼은 후회했지만 아무 소용이 없었어요.
264,"북쪽 마을에 소문난 부자 <인물112>이 살고 있었어요. 어느 날, <인물112>은 이상한 꿈을 꾸었어요", 그리고 신령님의 말씀대로 <인물113>의 장례를 성대하게 치러주었답니다.
265,옛날 옛적 <인물116>이라는 마을에 착한 부부가 살고 있었어요. 부부는 서로 아끼고 사랑하며  자식이 없었어요, 두꺼비 정승은 그 뒤에 어려운 사람들을 아끼고 돌보는 훌륭한 정승이 되었답니다.
266,"무더운 여름이 지나고 어느덧 가을이 왔습니다. 어느 날 아침, <인물119> <인물120>이 친한 친구인 <인물118> <인물121>의 집에 놀러 왔습니다",” 그리하여 <인물118>과 <인물119>은 잘 익은 감을 맛있게 먹을 수 있었습니다.
267,"옛날, 어느 마을에 한 부자가 살고 있었습니다. 그 부자에게는 딸 셋이 있었습니다",” 이 모습을 지켜본 부자는 크게 한숨을 내쉬었습니다.
268,"눈이 내리던 추운 어느 날, 아이들은 전부 집 밖에서 눈싸움하는데, 안경 쓴 아이와 모자 쓴 아<인물173> 파란 지붕 집에 남아있었어요. 안경 쓴 아이가 모자 쓴 아이에게 물었어요",""" ""그러니까 오들오들 떨면서 재채기도 여러 번 했지만 감기에 걸리지는 않았어."
269,작은 까마귀는 오래전부터 살고 싶었던 정글에 도착했어요. 정글에는 많은 동물과 새들이 살았는데 그 누구도 까마귀를 놀리거나 비웃지 않았어요, 마침내 친구들이 도착했어요.
270,"참새들이 나무로 날아와 말했어요. ""생일 축하해", 그리고 앞으로 친구들에게 필요한 것이 무엇인지 조금 더 신경 쓰기로 했어요.
271,모자 쓴 아이가 말했어요. “쉽게 감기에 걸리지 않는다는 건 행운이야, 건강하고 예쁜 아이들이 눈 속에서 신나게 놀면서 활짝 웃고 있네요.
272,"몽골 남자들은 집에 부인과 자식들만 두고 싸우러 갈 수 없었어요. 모두 어떻지 할지 고민하고 있을 때, 지혜로운 한 사람이 말했어요", 이때부터 몽골의 부인들은 머리를 날개 모양으로 꾸미게 되었답니다.
273,옛날 옛날에 어여쁜 공주를 둔 여왕이 살고 있었어요. 그 나라에는 가난한 농부의 딸도 있었어요, 아들은 그 틈에 낙타를 풀어 주었어요.
274,"옛날 옛적에 아이를 갖고 싶은 한 부인이 살고 있었어요. 어느 날, 부인은 개미라도 좋으니 딸 하나만 갖게 해 달라고 하느님에게 기도했어요"," ""<인물127> <인물127>"" 개미는 가게로 출발했습니다."
275,안 마당 칸막이 뒤에서 북소리가 나더니 재판이 시작되었어요. 바위는 아무에게도 보이지 않았어요, 마을 사람들과 따뜻한 설을 함께 지낼 수 있어서 더욱 즐거웠지요.
276,"반이라는 가난한 부부가 살고 있었어요. 설 이 되었지만, 돈이 한 푼도 없었어요", 사람들이 앞다투어 바구니에 돈을 넣고 법정으로 들어갔어요.
277,"궁으로 가고 있는 <인물128>의 가마 안으로 한 *여여신이 불쑥 들어와 말했어요. ""내 아들이 네가 가진 음식 냄새를 맡고 먹고 싶어서 울고 있단다", <인물128>는 아빠의 기도 덕에 잘생긴 공주와 아름다운 공주를 낳아 오래오래 행복하게 살았답니다.
278,옛날 옛날에 늙은 아빠와 못생긴 아들이 살고 있었어요. 그 아들은 험상궂은 얼굴에 머리카락은 62가닥 뿐이었어요, 나는 늘 그렇듯 여기서 너를 위해 기도하마.
279,"나는 하는 일이 참 많습니다. 나는 눈과 얼음이 덮인 산길에서 넘어지지 않고 많은 짐을 나를 수 있어서 어떤 사람들은 나를 ""짐 나르는 동물""이라고 부르기도 해요"," 몽골, 라다크-인도 북부, 심지어 먼 바다를 건너 미국의 일부 지역에서도 살고 있답니다."
280,나는 <인물133>입니다. 지금부터 사람들이 잘 모르는 내 이야기를 하려고 해요," 말린 <인물133> 고기로 간단한 식사를 하기도 하고, 다양한 방법으로 조리해서 먹기도 하지요."
281,낙타는 비둘기로 변해 날아갔어요. 요술쟁이는 독수리가 되어 비둘기를 뒤쫓았어요, 마침내 가난한 농부의 딸은 소원을 이루었답니다.
282,옛날 어떤 마을에 두 형제가 살고 있었어요. 둘 다 결혼을 했는데 누나는 부자였고 동생은 가난했어요, 뒤를 돌아보자 할머니는 보이지 않았어요.
283,"제자가 되려고 찾아온 또 다른 아이는 건네준 '나이'를 땅에 꽂으면서 큰소리로 말했어요. ""나무야! 자라라, 크게 자라라!"" <인물137>는 아이가 앞으로 훌륭한 정원사가 될 거라고 말하며 돌려보냈어요"," 훌륭한 음악가가 된 제자는 오랜 시간이 흐른 뒤, 스승인 <인물138> <인물137>로부터 배운 연주 기술과 스승이 전해 준 비밀의 '나이'를 가장 재능있고 뛰어난 자여신의 제자에게 전해주었다고 해요."
284,<인물139>와 <인물140>는 넓고 넓은 들판을 지나 눈부시게 푸른 <인물141>섬 바다에 도착했어요. 태어나 처음으로 바다를 본 <인물139>는 너무 기뻐서 폴짝폴짝 뛰었어요," ""꾸물꾸물꾸물~ 꾸물꾸물꾸물~"" ""돋아나라~~ 얏!"" 어느새 비가 그친 하늘에서 포근한 햇살이 내려오고 촉촉하게 젖은 땅 위에 작은 새싹 하나가 뿅! 하고 돋아났지요."
285,"설인은 아이와 함께 지내며 점점 착한 마음이 되었어요. 하지만, 아이는 날이 갈수록 할아버지를 그리워하며 슬퍼했지요", 그 뒤로 사람들은 어디에서도 설인을 볼 수 없었지요.
286,"머나먼 남쪽 바다, 맑고 푸른 <인물141>섬에는 키 작은 들꽃이 꿋꿋하게 자라요. 구불구불 돌담을 따라 상쾌한 바람이 불어오고요"," ""도대체 내 똥으로 뭐 하는 거야?"" ""으악! 이게 똥이라고?!""  ."
287,몽골과 중국 사이에 높은 산들이 늘어서 있는 <인물142> 산맥이 있어요. 낙타를 타고 산에 오르던 사람이 고개를 들어 꼭대기를 보면 그 사람이 쓰고 있던 모자가 뒤따라오는 낙타의 머리 위로 떨어진대요, 그곳에 가니 표범이 할퀸 상처도 금세 나았어요.
288,"<인물143> 축제가 가까워지면, 누가 축제에 참여하고 누가 집에 남아있을지 의논해요. 집을 볼 사람이 있어야 하니까요", 다른 어느 때보다 즐겁고 행복한 축제였어요.
289,초원에서 지저귀는 새소리에 아이는 잠에서 깨어났어요. 새들의 노랫소리가 하늘로 울려 퍼졌어요, 아마 그랬을 테지요.
290,옛날에 남쪽에 있는 작은 마을에 ‘<인물147>’라는 소녀가 살고 있었어요. <인물147>는 오랫동안 마을 촌장의 집에서 살았어요, 사람들의 시끄러운 울음 소리가 파도처럼 울려 퍼졌어요.
291,개구리와 두꺼비 그리고 개미와 흰개미들은 달려들어 <인물149>의 병사들을 물어 뜯었어요. 꿀벌과 호박벌 그리고 말벌들도 날아올라 당황하는 <인물149>의 병사들을 침으로 쏘았어요,"""  ."
292,옛날에 땅 위에 7년 동안 비가 내리지 않았어요. 그래서 사람들과 동물들이 많이 죽었어요, 벌들은 불화살과 창을 받아 그것들을 다시 <인물149>의 병사들에게 던졌어요.
293,부부는 산에서 가져온 금으로 집과 논 그리고 물소를 샀어요. 살림살이가 많이 나아졌지요, 돌 개를 돌아볼 생각도 하지 않았어요.
294,<인물101> 남쪽 끝에 <인물151>이라고 불리는 사람들이 살고 있어요. <인물151> 사람들은 먼 옛날 이 세상이 넓은 바다 하나였다고 믿고 있어요, <인물151> 사람들은 <인물152>이 이렇게 세상을 만들었다고 해요.
295,"<인물155> 영주는 더욱 화가 났어요. ""병사들 여러 명을 데려가라", 벌들은 <인물157>과 병사들의 몸이 퉁퉁 부어오를 때까지 쏘아댔어요.
296,<인물155> 영주는 화가 나서 펄펄 뛰었어요. 영주의 부하들이 숲에 살고 있는 <인물82>이 자기 허락 없이는 나무를 베지 못하게 한다고 투덜댔기 때문이었지요, 어찌나 세게 조였는지 <인물158>의 뼈가 부러졌어요.
297,마침내 <인물82>은 <인물155> 영주의 궁전으로 찾아갔어요. 욕심 많은 사나운 영주가 금붙이들 위에 누워 있었어요, 지금까지도 영주의 병사들은 ‘금 달걀’을 ‘낳는’ 닭의 영리한 주인을 찾고 있답니다.
298,<인물155> 영주는 욕심 많고 사나운 사람이었어요. 영주는 갖고 싶은 것을 모두 가지려 했어요, 닭이 금 달걀을 ‘낳는 ’방법을 배우는 데 시간이 오래 걸렸어요.
299,옛날에 어느 부자가 하늘의 주인 ‘칸’에게 삼 년마다 흰 낙타 백 마리를 선물로 바치기로 했어요. 어느 날 흰 낙타 백 마리를 보내려고 하는데 한 마리가 모자랐어요," 아기 낙타가 거북에게 엄마를 찾아가는 길이라고 말하며 부탁하자, 거북은 바닷물을 갈라서 길을 만들어 주었어요."
300,"<인물147>는 손을 이마에 얹고 복숭아 나무 밑에서 곰곰이 생각했어요. 마침내 좋은 생각이 떠올라, <인물147>는 해님과 달님에게 바닷가로 가서 화해를 하자고 했어요"," 사람들은 마을 잔치 날처럼 모두 춤추고, 노래 부르며 기뻐했어요."
301,<인물101> 북쪽에 ‘이푸가우’라 불리는 사람들이 살고 있어요. 이푸가우 사람들은 <인물161>이 어떻게 사람을 만들었는지에 대해 이야기하지요, 마지막 사람은 황인의 조상이 되었지요.
302,<인물162>은 정말 궁금했어요. 남편에게 왜 언제나 헛간이 가득 차 있는지 묻고 싶었어요, 아내를 보내며 손을 흔드는 아내의 눈에 눈물이 흘렀어요.
303,"<인물166>는 아빠에게 꿈 속에서 나온 <인물167> 헬기에 대해 이야기했어요. ""아가, 무서워하지 말아", 그날 이후 악몽은 <인물166>를 찾아오지 않았어요.
304,옛날 <인물168>의 한 마을에는 ‘<인물162>’이라는 부지런한 젊은이가 살았어요. 하지만 <인물162>은 생각이 짧고 조심성이 없었어요," ""이상하다, <인물164>이 매일 밥을 짓는데, 왜 헛간에 쌀이 늘 가득 차 있지?"" <인물162>은 혼잣말을 했어요."
305,"어느 날 아침, <인물166>는 집 근처의 한 건물이 <인물167> 헬기에게 폭격당하는 것을 보았어요. 매일 아침 <인물166>에게 '안녕?'하고 인사하던 남자가 사는 집 창문으로, 로켓이 들어가 그 집을 산산히 부숴버리는 것을 보았어요"," <인물166>는 몸을 떨었고, 아빠는 <인물166>를 더 꼭 끌어안아 주었어요."
306,"다음 날, 신기한 수박 나무에는 수박이 3개가 열렸어요. 공주는 무척 놀랐지만, 3개의 수박을 보물처럼 귀하게 여기며 누구에게도 나눠주지 않았어요"," 그때부터 사람들은 왕자를 ""수박 왕자""라고 불렀답니다."
307,도깨비는 이제 땅의 내장을 뽑겠다고 말하면서 땅을 대 여섯 번 걷어 찼어요. 땅이 흔들렸지만 아무 일도 일어나지 않았어요, 마침내 할머니는 못된 여우와 도깨비를 물리쳤답니다.
308,옛날 옛날에 할아버지 할아버지가 살았어요. 두 사람에게는 자식이 없었지요, 할머니가 매일 땔감을 모으러 갈 때마다 할아버지는 빵을 만들어 주었어요.
309,요괴들은 공주님을 지하 세계로 끌고 가려고 했어요. 하지만 요괴들은 공주님의 새끼손가락 반이 없다는 걸 알아 차렸어요," 우리 둘은 운명적으로 연결되어 있고, 세상의 모든 것 또한 운명적으로 연결되어 있다는 것을!"" 그 후, 아홉 개 반의 손가락을 가진 공주님은 모든 일을 열린 마음으로 받아들였고 <인물170> 왕국을 어질게 다스리는 여왕님이 되었답니다."
310,<인물170>에 있는 깊은 계곡에 착하고 인정 많은 여왕님이 다스리는 나라가 있었어요. 하지만 처음부터 여왕님이 착했던 건 아니었어요, 요괴들은 아주 오랫동안 숲속에서 인간을 잡으려고 기다렸기 때문에 무척 기뻤어요.
311,"어느 날, 나무꾼과 딸은 숲속에 있는 옛날 그 우물에 가게 되었어요. 나무꾼은 그곳에서 선녀를 다시 만나게 되기를 기대했어요", 그 흔적을 오늘날까지도 볼 수 있어요.
312,옛날에 나무가 우거진 신비스러운 숲이 있었어요. 사람들은 그 숲을 아주 신성하게 여겨서 아무도 감히 발을 들여놓지 못했어요, 딸이 밤낮으로 엄마를 찾아 슬피 울자 나무꾼은 날이 갈수록 선녀가 그리웠어요.
313,<인물173>과 <인물174>는 샘터에 도착했어요. <인물173>은 색색의 꽃으로 가득 찬 샘터를 바라보았어요, 그리고는 대문 뒤에 숨어서 종이연에게 손을 흔들었어요.
314,원숭이들은 동생을 금구덩이로 옮겨 내려놓았어요. 그리고 큰 나무로 돌아갔어요," “하하, 너희들도 욕심을 부리면 어떻게 되는지 알겠지?”  ."
315,"옛날, 아버지는 부자이지만 어머니를 일찍 여읜 형제가 살았어요. 불행히도 아버지마저 깊은 병이 들었어요",”  .
316,"<인물176>이 다시 부탁하기도 전에 심부름꾼은 벌써 말을 타고 <인물179>로 달려갔어요. 여왕은 다시 수백 명의 대장장이를 뽑아 쇠로 된 모자, 쇠로 된 말, 쇠 막대기를 만들게 했어요", <인물176>이 지나갔던 까오마을에서부터 <인물177> 마을 그리고 <인물176>이 하늘로 떠난 속선산에는 <인물176>을 모시는 사원이 있답니다.
317,"여섯 번째 왕인 <인물178> 시절, <인물107>은 <인물201> 강 양쪽을 따라 길게 뻗어 있는 나라였어요. 멀리 딴비엔 푸른 산은 하늘과 맞닿을 정도로 높았지요", 그러나 <인물176>이 손을 대자마자 쇠로 된 말의 다리가 구부러져 쓰러져 버렸어요.
318,"개미는 기름 가게에 도착하자마자 아주 조그만 소리로 ""우리 아빠가 기름을 사오라고 했어요.""라고 말했어요", 부인과 아이는 함께 따뜻한 난로 앞에서 서로를 다정하게 바라보았답니다.
319,주먹밥을 다 만들자 <인물181> 할머니가 우리를 불렀어요. <인물181> 할머니는 우리와 함께 절을 한 바퀴 돌면서 불경 몇 구절을 알려줬어요, 과연 누가 <인물182>을 만나게 될까요? .
320,이 이야기는 내가 11살 때 할아버지와 할머니가 살고 계시던 고향에 갔을 때의 이야기예요. 마침 마을에서는 <인물187>이 열리고 있었어요," <인물184>이 귀신을 무서워한다면 당연히 <인물182>도 무서워할 거야! 히히, 좋은 생각이 났어!'  ."
321,모두 네 잘못이야! 형제들은 서로를 탓하며 다투었어요. 그러다가 집을 조각조각 나누어 가졌어요, 그 뒤 몽골 사람들은 대대로 하얀 <인물125>를 지어 편안히 사이좋게 살았어요.
322,"옛날에 사람과 동물들은 ‘지구‘라는 큰 집에서 사이좋게 어울려 살았어요. 어느 날 사람과 동물들이 서로 싸우고 헤어져 땅 속, 바다, 땅 위에서 집을 짓고 살게 되었어요"," 서로에게 그 일을 미루기만 하다가, 어느 순간 집이 무너지고 말았어요."
323,인간 세상에 도착한 <인물189>는 곰곰히 생각을 했어요. '어떻게 하면 그 소녀가 착한 일을 세 번 하게 할 수 있을까?' <인물189>는 마법으로 지저분하고 무서운 얼굴을 한 할머니로 변장하고 나무 아래에서 소년을 기다렸어요," ""그럼 이제부터 사람들의 일에 끼어들어도 되는 거지요?"" ."
324,<인물189>는 작은 천사예요. <인물189>의 아버지는 많은 신 중의 여왕이에요,""" <인물189>는 그 말이 끝나자마자 소년을 찾기 위해 다시 인간 세상으로 내려갔어요."
325,신하들은 곳곳에서 잔치를 열었어요. 사람들이 많이 모이면 그림을 보여주며 누가 잃어버린 것인지 물어보려는 것이었어요, 그런데 신령님의 작은 물병은 지금도 착하고 마음씨 좋은 누군가를 기다리고 있다고 하네요.
326,옛날에 착하고 부지런한 농부가 살았어요. 아직 결혼을 하지 않았고 부모님은 일찍 돌아가셔서 혼자 열심히 농사를 지었지요," 신하들은 병사들에게 깊은 산 속과 바다, 시골의 샛길과 동굴 속까지 찾아보라고 시켰어요."
327,"꾸오이 아저씨가 <인물193>나무 아래 앉아 있다는 이야기가 있어요. 꾸오이 아저씨 이야기는 아주 많지만, 이 이야기는 아저씨가 어떻게 머나먼 달나라에 가게 되었는지 알려 주지요", 아저씨는 그 마을에서 가장 예쁘고 아름다운 처녀를 아내로 맞았어요.
328,그래도 <인물205> 여왕은 <인물195>에 대한 욕심을 버리지 않았어요. <인물195> 나라에 첩자를 보내 거북여신이 신기한 석궁을 만들게 도와주었다는 것을 알게 되었어요, <인물196>도 말을 탄 채 <인물197>를 따라 바다 속으로 들어갔어요.
329,옛날에 <인물195> 나라가 땅을 넓혀 가고 있었어요. 툭안즈엉브엉 여왕은 산과 들을 돌아다니며 성을 세울 곳을 찾았어요, <인물205> 여왕은 나무토막을 잡고 가까스로 강을 건너 다시 한 번 죽음에서 벗어났어요.
330,"<인물208>은 새로운 일자리를 얻었지만, 게으름 부리는 습관을 고치지 못했어요. 오히려 전보다 더 나빠졌어요", 그래서 곧 커다란 <인물210> 나무처럼 든든한 부자가 되었어요.
331,<인물209>과 <인물208>은 중국 사람이었어요. 두 친구는 중국에서 먹고 살기가 무척 힘들었어요," <인물209>은 <인물208>에게 일자리가 없다는 것을 알고, 자신과 함께 일하러 가자고 말했어요."
332,"공주는 온종일 돌아다녀 연하고 푸른 큰 나뭇잎을 찾아 온 다음, 아이들에게 줄기를 없애고 깨끗이 씻어 말리라고 시켰어요. 남편에게는 쌀을 물에 불리고, 콩 껍질을 까서 깨끗이 씻어 두라고 일렀어요", 집집마다 가장 아름답고 맛있는 떡을 골라 향을 피우고 조상에게 제사를 지낸답니다.
333,"옛날 <인물107>의 왕인 <인물178>이 나이가 들면, *그녀의 아들 중 한명이 대를 이어 여왕이 되고 나라를 다스렸어요. 여섯번 째 <인물178>에게는 스물두 명의 딸이 있었어요", 모두 기뻐하며 떡을 어떻게 만들지 의논했어요.
334,"꾸오이 아저씨를 시샘한 그 마을 남자들이 아저씨를 해치려고 마음먹었어요. 어느 날 밤, 마을 남자들은 아저씨의 집에 숨어들었어요", 그것은 꾸오이 아저씨의 눈물방울이랍니다.
335,곧 나머지 동물들이 돌아왔어요. 동물들은 호랑이를 보자마자 화를 내며 복수하려고 했어요, <인물214>와 거<인물47>는 노래를 부르며 행복하게 집으로 돌아갔어요.
336,<인물215>은 돌아가면서 아무리 생각해도 스님의 말이 이해가 되지 않았어요. 스님 말대로 비가 내리기 시작하고 점점 거세게 내렸어요,""" 어머니는 <인물215>의 모습을 보며 아무 말 없이 감동의 눈물을 흘렸어요."
337,어느 외진 마을에 가난한 어머니와 딸이 살았어요. 나이가 많지만 부지런한 어머니와 게으른 아들 '<인물215>'은 서로 많이 달랐지요,"""라고 말하며 스님은 <인물215>을 돌려보냈어요."
338,"작은 닭은 일단 화를 참고 큰 닭을 어떻게 하면 이길 수 있을까 생각했어요. 작은 닭이 생각에 잠겨 고개를 숙이고 걷다가 고개를 들었을 때, 깜짝 놀라고 말았어요"," 결국, 여우는 작은 닭도 잡아먹었답니다."
339,"어느 마을에 큰 닭과 작은 닭이 함께 살고 있었어요. 큰 닭의 집은 마을 입구에 있었고, 작은 닭의 집은 큰 닭의 집 바로 옆에 있었지요", 어디에서든 이 사건을 아는 모든 동물은 작은 닭이 큰 닭의 집에 몰래 들어갔다가 쫓겨나왔다고 수군덕거렸어요.
340,한 연못가에 가난한 두꺼비 부부가 살았어요. 부부는 자식이 없는 것을 늘 슬퍼했어요," “여봐라, 저 <인물216>를 당장 감옥에 가둬라."
341,코끼리는 <인물217>가 할아버지가 알려준 주문을 잊어버릴까 봐 몇 번이고 소리 내 외우며 걸어갔어요. 그때 갑자기 코끼리 앞에 커다란 물웅덩이가 나타났어요, 그리고 먹다 남은 열매는 배고플 때를 위해 잘 모아두었다고 해요.
342,"옛날 어느 날, <인물219> 땅에 너무 오랫동안 비가 내리지 않아 동물들이 굶주리는 일이 있었어요. 하루는 제일 나이 많은 코끼리가 <인물227> 나무 아래로 친구들을 불렀어요", <인물217>가 할아버지는 코끼리의 뒷모습을 보며 알 수 없는 웃음을 지었어요.
343,<인물173>은 연날리기 대회를 좋아해요. 그 날은 하늘이 수많은 연으로 물들고 아이들 것이 되는 유일한 날이기 때문이지요,""" ""너희 나라에도 샘터가 있니?"" ""그곳은 우리나라에서 가장 아름다운 샘터야."
344,아주 먼 옛날에는 먹을 것을 구하기가 힘들었어. 손으로 풀뿌리를 캐고 나무 열매를 따는 건 쉽지 않았지만 맨손으로 짐승을 잡기란 더더구나 어려웠고 사람들은 늘 배고프고 지쳐 있었어, 지구가 하나의 마을로 묶이고 먼 우주까지 사람의 발길이 닿게 된 것도 도구가 없었다면 불가능한 일이었을 거야.
345,보드라운 풀이 넓게 펼쳐져 있는 아름다운 숲 속에 ’<인물230>‘라는 토끼가 살고 있었어요. 엄마랑 동생들과 함께 말이죠, “무엇이냐 하면 바로 '아슬아슬 숨바꼭질'이란다.
346,“달나라에 갈 수 있을까요?” 아기 곰이 물었어요. “못 가지, “정말? 그래서 어떻게 됐니?”  .
347,"’찰칵, 찰칵, 딸깍‘ 방 안에 불이 켜졌어요. 할머니가 사진기 한 대를 가지고 들어 오셨죠",“ 신문 기자는 사진기들 앞에서 ‘찰칵 찰칵’ 사진기들은 모두 행복한 웃음을 지었답니다.
348,옛날 어느 마을에 한 소년이 살았어요. 소녀는 더없이 착하고 상냥하고 아름다웠죠, 그리고 오래오래 행복하게 잘 살았답니다.
349,눈<인물16>가 깃털처럼 날리는 어느 추운 겨울 날이었어요. 왕비가 창가에 앉아 바느질을 하고 있었죠, 백설 왕자와 공주는 난쟁이들의 축복 속에 행복한 결혼식을 올렸답니다.
350,옛날 옛날에 꾀 많은 메추라기가 살았대. 그런데 어느날 배고픈 여우한테 붙잡히고 말았지 뭐야, 그래서 제법 예뻤던 메추라기 꽁지가 뭉툭해진 거란다.
351,옛날 마음씨 고운 할머니와 할아버지가 살았단다. 할머니는 목수라서 산에 가서 나무를 베고 할아버지는 집에서 밥도 하고 빨래도 하고 그랬지, 구두쇠 영감은 방귀를 팔아 부자가 되려다가 톡톡히 망신만 당하고 말았단다.
352,<인물9>은 동화의 섬 네버랜드에서 살아요. 집잃은 아이들과 반짝반짝 빛나는 요정 <인물10>과 함께 말이죠, 둘은 그곳에서 언제까지나 아이로 살고 있죠.
353,우리 아빠 우리 엄마는 대단해요. 아무것도 무서워하지 않아요,.
354,"모두들 준비하세요. 하나, 둘, 셋! 김치~ 자, 촬영 끝났습니다"," 과자 너, 메롱~ 딸기사탕, 네 속에 딸기 없지? 말썽꾸러기 음식은 이제 싫다고!."
355,"아주 오랜 옛날, 하늘나라 임금님에게는 <인물14>라고 하는 예쁜 아들이 있었어요. <인물14>는 마음씨가 곱고 얼굴도 예뻤기 때문에 하늘 나라 선녀들은 모두 <인물14>를 좋아했죠", <인물15>와 <인물14>가 머리를 밟고 지나갔기 때문이죠.
356,"연필 이겨라, 연필 화이팅! 못, 이겨라! 응원 소리가 요란하죠. 물체 나라에 운동회가 열렸답니다", 가볍고 다듬기 쉬운 나무로는 연필이나 가구들을 많이 만들고 고무같이 늘었다 줄었다 할 수 있는 재료들로 풍선이나 지우개 같은 걸 만들 수 있죠.
357,아주 아주 옛날 어느 산골에 할아버지 할아버지가 살았어요. 할머니가 나무를 해서 팔아 그날그날 먹고 살았지만 하루 두끼도 겨우 먹을 만큼 아주 가난했죠, 그 다음은 어떻게 되었을까요? 할머니는 부채와 함께 바다속으로 풍덩 빠지고 말았답니다.
358,"옛날 옛날 어느 마을에 방귀쟁이 아줌마가 살았어요. 방귀쟁이 아줌마가 뿡뿡 방귀를 뀌었다하면, 방문이 덜컹덜컹~ 지붕이 들썩들썩~ 기둥이 흔들 흔들~ 부엌 그릇이 우당탕 깨져 버렸어요", 그래서 새우는 등이 휘고 가자미는 두 눈이 한쪽으로 쏠린 거였대요.
359,깊은 숲 속 마을에 마음씨 고운 여우 아줌마가 살았어요. 여우 아줌마는 뜨개질을 아주 좋아했죠,' 동물들은 모두 여우 아줌마에게 큰 절을 했답니다.
360,"옛날 어느 마을에 가난한 농사꾼이 살았어요. 어느날 이 농사꾼이 저녁을 지으려는데, 독 안에 곡식이 한 톨도 없지 뭐예요", 드르륵~ 드르륵~.
361,산골짜기에 초여름이 왔어요. 아기 도깨비들이 커다란 나무 아래에서 놀고 있어요, 그리고 알을 포근히 감싸안았답니다.
362,"야, 온다!' '쉿, 조용히 해!' '히히히!' '통통하게 살이 쪘는데!' '으~빨리 먹고 싶어!' '군침이 도는데.",' '돼지가 왜 이렇게 늦지?' 그럼 돼지는 무엇을 하고 있었을까요?.
363,"옛날에 어떤 농부가 있었는데, 장을 보고 돌아오는 길에 깊은 산 속에서 길을 잃고 헤매게 되었어. 그러다가 그만 날이 어두워지고 말았지", 또 호랑이는 꼬리에 토끼 꼬리가 붙어서 지금처럼 기다랗게 되었다고 하네.
364,코끼리 아저씨가 숲 속 마을로 신발을 팔러 왔어요. '신발 사세요! ' '예쁘고 튼튼한 신발입니다!' 코끼리 아저씨는 신발 보따리를 메고서 소리쳤어요, 말도 좋아서 싱글벙글 웃었어요.
365,"옛날 어느 마을에 가난한 홀어머니와 바보 딸이 살았대. 딸은 마음씨는 참 고운데, 아~ 딱 하나, 말귀가 어두워서 어리벙벙 어수룩했지"," '아이고! 내 딸이 최고다!' 엄마 말을 잘 못 알아듣고 바보처럼 행동했던 딸이 결국은 늘 즐거운 마음으로 열심히 일하고, 또 진심으로 부모님을 사랑하는 그 마음 때문에 <인물111>에게 큰 상을 받았어요."
366, 봄이에요. 엄마 개구리가 논에다가 999개의 알을 낳았습니다," '개골개골, 개골개골' 아! 누나도 얼마 전에 어엿한 개구리가 되었답니다."
367,아기 도깨비는 밥을 먹을 때마다 투정을 부렸어요. '또 밥이야? 나 안 먹을거야!' '밥이 제일 맛있는 거야," '아, 아빠가 차려준 밥이 제일 맛있구나!'."
368,옛날에 <인물17>와 <인물18>라는 형제가 살았어요. 형 <인물18>는 뭐든지 마음대로 하는 심술쟁이에다가 욕심꾸러기였죠,' 그래서 <인물17>와 <인물18>는 의좋게 같이 행복하게 살았답니다.
